epoch,core,seed,false_flag
63,mace,0,0.9045
64,mace,0,0.907
65,mace,0,0.906
66,mace,0,0.907
67,mace,0,0.9035
68,mace,0,0.904
69,mace,0,0.906
70,mace,0,0.9065
71,mace,0,0.902
72,mace,0,0.9065
73,mace,0,0.9055
74,mace,0,0.9035
75,mace,0,0.905
76,mace,0,0.9055
77,mace,0,0.9035
78,mace,0,0.904
79,mace,0,0.9035
80,mace,0,0.9065
81,mace,0,0.904
82,mace,0,0.906
83,mace,0,0.907
84,mace,0,0.9055
85,mace,0,0.904
86,mace,0,0.906
87,mace,0,0.904
88,mace,0,0.9085
89,mace,0,0.905
90,mace,0,0.907
91,mace,0,0.9055
92,mace,0,0.9075
93,mace,0,0.9035
94,mace,0,0.9065
95,mace,0,0.906
96,mace,0,0.906
97,mace,0,0.9075
98,mace,0,0.9075
99,mace,0,0.905
100,mace,0,0.9055
101,mace,0,0.906
102,mace,0,0.9065
103,mace,0,0.9065
104,mace,0,0.9075
105,mace,0,0.9065
106,mace,0,0.908
107,mace,0,0.908
108,mace,0,0.9075
109,mace,0,0.9065
110,mace,0,0.9065
111,mace,0,0.906
112,mace,0,0.9065
113,mace,0,0.903
114,mace,0,0.9055
115,mace,0,0.905
116,mace,0,0.9065
117,mace,0,0.906
118,mace,0,0.9055
119,mace,0,0.908
120,mace,0,0.906
121,mace,0,0.9075
122,mace,0,0.9075
123,mace,0,0.9065
124,mace,0,0.908
125,mace,0,0.9065
126,mace,0,0.908
127,mace,0,0.9055
128,mace,0,0.9075
129,mace,0,0.906
130,mace,0,0.9075
131,mace,0,0.9065
132,mace,0,0.9075
133,mace,0,0.905
134,mace,0,0.9065
135,mace,0,0.9075
136,mace,0,0.908
137,mace,0,0.908
138,mace,0,0.906
139,mace,0,0.9045
140,mace,0,0.9065
141,mace,0,0.905
142,mace,0,0.9085
143,mace,0,0.9045
144,mace,0,0.907
145,mace,0,0.903
146,mace,0,0.9065
147,mace,0,0.9035
148,mace,0,0.9075
149,mace,0,0.903
150,mace,0,0.908
1,mace,1,0.088
2,mace,1,0.4525
3,mace,1,0.7785
4,mace,1,0.8505
5,mace,1,0.875
6,mace,1,0.8875
7,mace,1,0.894
8,mace,1,0.8975
9,mace,1,0.903
10,mace,1,0.9045
11,mace,1,0.903
12,mace,1,0.9045
13,mace,1,0.9055
14,mace,1,0.905
15,mace,1,0.9065
16,mace,1,0.9065
17,mace,1,0.905
18,mace,1,0.9075
19,mace,1,0.9085
20,mace,1,0.908
21,mace,1,0.9055
22,mace,1,0.9065
23,mace,1,0.907
24,mace,1,0.9065
25,mace,1,0.9065
26,mace,1,0.9065
27,mace,1,0.907
28,mace,1,0.9065
29,mace,1,0.908
30,mace,1,0.9065
31,mace,1,0.904
32,mace,1,0.9055
33,mace,1,0.9035
34,mace,1,0.9065
35,mace,1,0.9055
36,mace,1,0.9045
37,mace,1,0.9055
38,mace,1,0.906
39,mace,1,0.9025
40,mace,1,0.903
41,mace,1,0.903
42,mace,1,0.904
43,mace,1,0.906
44,mace,1,0.9055
45,mace,1,0.9075
46,mace,1,0.9055
47,mace,1,0.906
48,mace,1,0.905
49,mace,1,0.9045
50,mace,1,0.904
51,mace,1,0.903
52,mace,1,0.905
53,mace,1,0.9025
54,mace,1,0.905
55,mace,1,0.9045
56,mace,1,0.9065
57,mace,1,0.905
58,mace,1,0.907
59,mace,1,0.9085
60,mace,1,0.9085
61,mace,1,0.9075
62,mace,1,0.907
63,mace,1,0.906
64,mace,1,0.907
65,mace,1,0.908
66,mace,1,0.908
67,mace,1,0.9085
68,mace,1,0.9065
69,mace,1,0.9065
70,mace,1,0.907
71,mace,1,0.907
72,mace,1,0.9065
73,mace,1,0.907
74,mace,1,0.9065
75,mace,1,0.908
76,mace,1,0.909
77,mace,1,0.9085
78,mace,1,0.9085
79,mace,1,0.9085
80,mace,1,0.906
81,mace,1,0.9065
82,mace,1,0.906
83,mace,1,0.907
84,mace,1,0.904
85,mace,1,0.9055
86,mace,1,0.906
87,mace,1,0.905
88,mace,1,0.905
89,mace,1,0.9065
90,mace,1,0.907
91,mace,1,0.9065
92,mace,1,0.908
93,mace,1,0.908
94,mace,1,0.907
95,mace,1,0.906
96,mace,1,0.908
97,mace,1,0.9075
98,mace,1,0.907
99,mace,1,0.9065
100,mace,1,0.9065
101,mace,1,0.906
102,mace,1,0.9055
103,mace,1,0.907
104,mace,1,0.9075
105,mace,1,0.9045
106,mace,1,0.9045
107,mace,1,0.9065
108,mace,1,0.9065
109,mace,1,0.9055
110,mace,1,0.905
111,mace,1,0.9045
112,mace,1,0.9085
113,mace,1,0.9055
114,mace,1,0.907
115,mace,1,0.907
116,mace,1,0.9065
117,mace,1,0.9055
118,mace,1,0.908
119,mace,1,0.9055
120,mace,1,0.9075
121,mace,1,0.9055
122,mace,1,0.908
123,mace,1,0.904
124,mace,1,0.9085
125,mace,1,0.906
126,mace,1,0.907
127,mace,1,0.9035
128,mace,1,0.908
129,mace,1,0.907
130,mace,1,0.908
131,mace,1,0.906
132,mace,1,0.9085
133,mace,1,0.9055
134,mace,1,0.9075
135,mace,1,0.9055
136,mace,1,0.9075
137,mace,1,0.904
138,mace,1,0.908
139,mace,1,0.905
140,mace,1,0.9065
141,mace,1,0.907
142,mace,1,0.907
143,mace,1,0.905
144,mace,1,0.908
145,mace,1,0.9055
146,mace,1,0.9065
147,mace,1,0.907
148,mace,1,0.9055
149,mace,1,0.905
150,mace,1,0.908
1,mace,2,0.1235
2,mace,2,0.492
3,mace,2,0.7865
4,mace,2,0.85
5,mace,2,0.8725
6,mace,2,0.893
7,mace,2,0.898
8,mace,2,0.8955
9,mace,2,0.898
10,mace,2,0.901
11,mace,2,0.902
12,mace,2,0.905
13,mace,2,0.904
14,mace,2,0.905
15,mace,2,0.9045
16,mace,2,0.9075
17,mace,2,0.9055
18,mace,2,0.907
19,mace,2,0.903
20,mace,2,0.9055
21,mace,2,0.906
22,mace,2,0.9075
23,mace,2,0.9055
24,mace,2,0.9065
25,mace,2,0.908
26,mace,2,0.9075
27,mace,2,0.909
28,mace,2,0.9095
29,mace,2,0.9105
30,mace,2,0.9095
31,mace,2,0.911
32,mace,2,0.909
33,mace,2,0.909
34,mace,2,0.9085
35,mace,2,0.9105
36,mace,2,0.908
37,mace,2,0.909
38,mace,2,0.906
39,mace,2,0.9085
40,mace,2,0.9075
41,mace,2,0.9095
42,mace,2,0.907
43,mace,2,0.9075
44,mace,2,0.9095
45,mace,2,0.908
46,mace,2,0.908
47,mace,2,0.907
48,mace,2,0.9095
49,mace,2,0.9075
50,mace,2,0.904
51,mace,2,0.9055
52,mace,2,0.9055
53,mace,2,0.906
54,mace,2,0.908
55,mace,2,0.906
56,mace,2,0.909
57,mace,2,0.905
58,mace,2,0.9055
59,mace,2,0.9055
60,mace,2,0.906
61,mace,2,0.904
62,mace,2,0.9085
63,mace,2,0.905
64,mace,2,0.908
65,mace,2,0.904
66,mace,2,0.9075
67,mace,2,0.9065
68,mace,2,0.9105
69,mace,2,0.9075
70,mace,2,0.9055
71,mace,2,0.9055
72,mace,2,0.907
73,mace,2,0.908
74,mace,2,0.9065
75,mace,2,0.9085
76,mace,2,0.908
77,mace,2,0.906
78,mace,2,0.9085
79,mace,2,0.908
80,mace,2,0.908
81,mace,2,0.9085
82,mace,2,0.9075
83,mace,2,0.9075
84,mace,2,0.907
85,mace,2,0.907
86,mace,2,0.91
87,mace,2,0.907
88,mace,2,0.908
89,mace,2,0.9085
90,mace,2,0.907
91,mace,2,0.9065
92,mace,2,0.9035
93,mace,2,0.9095
94,mace,2,0.9075
95,mace,2,0.9075
96,mace,2,0.91
97,mace,2,0.9045
98,mace,2,0.906
99,mace,2,0.9085
100,mace,2,0.908
101,mace,2,0.9085
102,mace,2,0.9075
103,mace,2,0.907
104,mace,2,0.9045
105,mace,2,0.907
106,mace,2,0.9025
107,mace,2,0.9075
108,mace,2,0.909
109,mace,2,0.9055
110,mace,2,0.9055
111,mace,2,0.9075
112,mace,2,0.905
113,mace,2,0.906
114,mace,2,0.903
115,mace,2,0.9045
116,mace,2,0.905
117,mace,2,0.906
118,mace,2,0.907
119,mace,2,0.908
120,mace,2,0.905
121,mace,2,0.9075
122,mace,2,0.9065
123,mace,2,0.908
124,mace,2,0.906
125,mace,2,0.9085
126,mace,2,0.906
127,mace,2,0.9075
128,mace,2,0.9055
129,mace,2,0.9085
130,mace,2,0.906
131,mace,2,0.9085
132,mace,2,0.908
133,mace,2,0.9075
134,mace,2,0.909
135,mace,2,0.905
136,mace,2,0.909
137,mace,2,0.906
138,mace,2,0.9095
139,mace,2,0.9065
140,mace,2,0.908
141,mace,2,0.9065
142,mace,2,0.908
143,mace,2,0.9065
144,mace,2,0.9065
145,mace,2,0.909
146,mace,2,0.907
147,mace,2,0.9085
148,mace,2,0.907
149,mace,2,0.908
150,mace,2,0.9065
1,nequip,0,0.046
2,nequip,0,0.422
3,nequip,0,0.594
4,nequip,0,0.6575
5,nequip,0,0.682
6,nequip,0,0.7125
7,nequip,0,0.6925
8,nequip,0,0.7275
9,nequip,0,0.74
10,nequip,0,0.7385
11,nequip,0,0.747
12,nequip,0,0.7495
13,nequip,0,0.749
14,nequip,0,0.758
15,nequip,0,0.747
16,nequip,0,0.777
17,nequip,0,0.7645
18,nequip,0,0.779
19,nequip,0,0.7725
20,nequip,0,0.785
21,nequip,0,0.784
22,nequip,0,0.8025
23,nequip,0,0.801
24,nequip,0,0.7835
25,nequip,0,0.795
26,nequip,0,0.802
27,nequip,0,0.8005
28,nequip,0,0.814
29,nequip,0,0.814
30,nequip,0,0.8205
31,nequip,0,0.8155
32,nequip,0,0.819
33,nequip,0,0.83
34,nequip,0,0.8355
35,nequip,0,0.8315
36,nequip,0,0.8355
37,nequip,0,0.8395
38,nequip,0,0.84
39,nequip,0,0.8415
40,nequip,0,0.846
41,nequip,0,0.8485
42,nequip,0,0.85
43,nequip,0,0.85
44,nequip,0,0.8505
45,nequip,0,0.861
46,nequip,0,0.8575
47,nequip,0,0.857
48,nequip,0,0.8615
49,nequip,0,0.8605
50,nequip,0,0.8625
51,nequip,0,0.861
52,nequip,0,0.863
53,nequip,0,0.8645
54,nequip,0,0.8655
55,nequip,0,0.866
56,nequip,0,0.8635
57,nequip,0,0.8645
58,nequip,0,0.8695
59,nequip,0,0.8665
60,nequip,0,0.8695
61,nequip,0,0.866
62,nequip,0,0.869
63,nequip,0,0.863
64,nequip,0,0.869
65,nequip,0,0.8705
66,nequip,0,0.8715
67,nequip,0,0.876
68,nequip,0,0.875
69,nequip,0,0.8715
70,nequip,0,0.873
71,nequip,0,0.873
72,nequip,0,0.8785
73,nequip,0,0.877
74,nequip,0,0.8785
75,nequip,0,0.8775
76,nequip,0,0.8795
77,nequip,0,0.8795
78,nequip,0,0.8775
79,nequip,0,0.8815
80,nequip,0,0.8795
81,nequip,0,0.8825
82,nequip,0,0.8825
83,nequip,0,0.884
84,nequip,0,0.8835
85,nequip,0,0.884
86,nequip,0,0.883
87,nequip,0,0.883
88,nequip,0,0.886
89,nequip,0,0.886
90,nequip,0,0.884
91,nequip,0,0.884
92,nequip,0,0.8855
93,nequip,0,0.885
94,nequip,0,0.888
95,nequip,0,0.886
96,nequip,0,0.888
97,nequip,0,0.888
98,nequip,0,0.8885
99,nequip,0,0.8885
100,nequip,0,0.8875
101,nequip,0,0.89
102,nequip,0,0.8885
103,nequip,0,0.8885
104,nequip,0,0.8915
105,nequip,0,0.892
106,nequip,0,0.89
107,nequip,0,0.892
108,nequip,0,0.891
109,nequip,0,0.892
110,nequip,0,0.8905
111,nequip,0,0.8885
112,nequip,0,0.8915
113,nequip,0,0.893
114,nequip,0,0.894
115,nequip,0,0.8925
116,nequip,0,0.8925
117,nequip,0,0.8955
118,nequip,0,0.8945
119,nequip,0,0.893
120,nequip,0,0.8915
121,nequip,0,0.893
122,nequip,0,0.8945
123,nequip,0,0.8935
124,nequip,0,0.894
125,nequip,0,0.896
126,nequip,0,0.897
127,nequip,0,0.896
128,nequip,0,0.895
129,nequip,0,0.896
130,nequip,0,0.8945
131,nequip,0,0.8965
132,nequip,0,0.8955
133,nequip,0,0.8945
134,nequip,0,0.895
135,nequip,0,0.8965
136,nequip,0,0.8955
137,nequip,0,0.8955
138,nequip,0,0.895
139,nequip,0,0.895
140,nequip,0,0.896
141,nequip,0,0.897
142,nequip,0,0.8965
143,nequip,0,0.895
144,nequip,0,0.897
145,nequip,0,0.897
146,nequip,0,0.895
147,nequip,0,0.8965
148,nequip,0,0.8985
149,nequip,0,0.894
150,nequip,0,0.896
1,nequip,1,0.0405
2,nequip,1,0.2745
3,nequip,1,0.5415
4,nequip,1,0.6085
5,nequip,1,0.671
6,nequip,1,0.697
7,nequip,1,0.7125
8,nequip,1,0.7385
9,nequip,1,0.7745
10,nequip,1,0.768
11,nequip,1,0.785
12,nequip,1,0.7905
13,nequip,1,0.7785
14,nequip,1,0.792
15,nequip,1,0.803
16,nequip,1,0.8175
17,nequip,1,0.8155
18,nequip,1,0.8195
19,nequip,1,0.8195
20,nequip,1,0.818
21,nequip,1,0.836
22,nequip,1,0.8305
23,nequip,1,0.832
24,nequip,1,0.842
25,nequip,1,0.843
26,nequip,1,0.847
27,nequip,1,0.855
28,nequip,1,0.8525
29,nequip,1,0.857
30,nequip,1,0.857
31,nequip,1,0.8565
32,nequip,1,0.8605
33,nequip,1,0.8585
34,nequip,1,0.864
35,nequip,1,0.863
36,nequip,1,0.865
37,nequip,1,0.8665
38,nequip,1,0.8695
39,nequip,1,0.8685
40,nequip,1,0.874
41,nequip,1,0.8705
42,nequip,1,0.873
43,nequip,1,0.8715
44,nequip,1,0.8745
45,nequip,1,0.8685
46,nequip,1,0.8715
47,nequip,1,0.8735
48,nequip,1,0.876
49,nequip,1,0.8745
50,nequip,1,0.8775
51,nequip,1,0.876
52,nequip,1,0.8745
53,nequip,1,0.8765
54,nequip,1,0.8775
55,nequip,1,0.8785
56,nequip,1,0.8795
57,nequip,1,0.877
58,nequip,1,0.8805
59,nequip,1,0.881
60,nequip,1,0.881
61,nequip,1,0.8815
62,nequip,1,0.8835
63,nequip,1,0.882
64,nequip,1,0.8815
65,nequip,1,0.8815
66,nequip,1,0.883
67,nequip,1,0.8825
68,nequip,1,0.8845
69,nequip,1,0.885
70,nequip,1,0.884
71,nequip,1,0.885
72,nequip,1,0.8835
73,nequip,1,0.884
74,nequip,1,0.884
75,nequip,1,0.8805
76,nequip,1,0.8865
77,nequip,1,0.8875
78,nequip,1,0.8875
79,nequip,1,0.889
80,nequip,1,0.887
81,nequip,1,0.886
82,nequip,1,0.8885
83,nequip,1,0.8895
84,nequip,1,0.8905
85,nequip,1,0.8895
86,nequip,1,0.8885
87,nequip,1,0.8895
88,nequip,1,0.891
89,nequip,1,0.889
90,nequip,1,0.8905
91,nequip,1,0.889
92,nequip,1,0.8915
93,nequip,1,0.8905
94,nequip,1,0.888
95,nequip,1,0.8905
96,nequip,1,0.891
97,nequip,1,0.8915
98,nequip,1,0.89
99,nequip,1,0.889
100,nequip,1,0.8895
101,nequip,1,0.8895
102,nequip,1,0.889
103,nequip,1,0.8905
104,nequip,1,0.8885
105,nequip,1,0.891
106,nequip,1,0.891
107,nequip,1,0.892
108,nequip,1,0.8915
109,nequip,1,0.8925
110,nequip,1,0.891
111,nequip,1,0.892
112,nequip,1,0.8905
113,nequip,1,0.8905
114,nequip,1,0.8925
115,nequip,1,0.8945
116,nequip,1,0.8925
117,nequip,1,0.8905
118,nequip,1,0.892
119,nequip,1,0.8925
120,nequip,1,0.892
121,nequip,1,0.892
122,nequip,1,0.8945
123,nequip,1,0.8905
124,nequip,1,0.8915
125,nequip,1,0.8935
126,nequip,1,0.8945
127,nequip,1,0.8955
128,nequip,1,0.8915
129,nequip,1,0.894
130,nequip,1,0.8945
131,nequip,1,0.895
132,nequip,1,0.893
133,nequip,1,0.8935
134,nequip,1,0.8895
135,nequip,1,0.8935
136,nequip,1,0.8925
137,nequip,1,0.8935
138,nequip,1,0.892
139,nequip,1,0.8935
140,nequip,1,0.892
141,nequip,1,0.8915
142,nequip,1,0.8925
143,nequip,1,0.893
144,nequip,1,0.8925
145,nequip,1,0.891
146,nequip,1,0.894
147,nequip,1,0.8915
148,nequip,1,0.8945
149,nequip,1,0.8915
150,nequip,1,0.8955
1,nequip,2,0.0395
2,nequip,2,0.472
3,nequip,2,0.5975
4,nequip,2,0.643
5,nequip,2,0.677
6,nequip,2,0.699
7,nequip,2,0.702
8,nequip,2,0.72
9,nequip,2,0.744
10,nequip,2,0.7625
11,nequip,2,0.773
12,nequip,2,0.7805
13,nequip,2,0.7825
14,nequip,2,0.787
15,nequip,2,0.7985
16,nequip,2,0.806
17,nequip,2,0.807
18,nequip,2,0.8115
19,nequip,2,0.8215
20,nequip,2,0.8125
21,nequip,2,0.826
22,nequip,2,0.817
23,nequip,2,0.833
24,nequip,2,0.8285
25,nequip,2,0.826
26,nequip,2,0.836
27,nequip,2,0.8335
28,nequip,2,0.8425
29,nequip,2,0.8425
30,nequip,2,0.8435
31,nequip,2,0.8425
32,nequip,2,0.8495
33,nequip,2,0.8505
34,nequip,2,0.851
35,nequip,2,0.852
36,nequip,2,0.852
37,nequip,2,0.8515
38,nequip,2,0.8555
39,nequip,2,0.8555
40,nequip,2,0.854
41,nequip,2,0.8545
42,nequip,2,0.861
43,nequip,2,0.859
44,nequip,2,0.862
45,nequip,2,0.8615
46,nequip,2,0.864
47,nequip,2,0.8645
48,nequip,2,0.8685
49,nequip,2,0.8685
50,nequip,2,0.8715
51,nequip,2,0.87
52,nequip,2,0.87
53,nequip,2,0.8735
54,nequip,2,0.873
55,nequip,2,0.8765
56,nequip,2,0.875
57,nequip,2,0.879
58,nequip,2,0.876
59,nequip,2,0.88
60,nequip,2,0.877
61,nequip,2,0.8795
62,nequip,2,0.8815
63,nequip,2,0.8765
64,nequip,2,0.8825
65,nequip,2,0.8795
66,nequip,2,0.882
67,nequip,2,0.878
68,nequip,2,0.8815
69,nequip,2,0.8795
70,nequip,2,0.88
71,nequip,2,0.8845
72,nequip,2,0.8805
73,nequip,2,0.881
74,nequip,2,0.883
75,nequip,2,0.8855
76,nequip,2,0.883
77,nequip,2,0.8855
78,nequip,2,0.883
79,nequip,2,0.884
80,nequip,2,0.888
81,nequip,2,0.885
82,nequip,2,0.8855
83,nequip,2,0.8845
84,nequip,2,0.8865
85,nequip,2,0.888
86,nequip,2,0.8875
87,nequip,2,0.886
88,nequip,2,0.887
89,nequip,2,0.8885
90,nequip,2,0.887
91,nequip,2,0.885
92,nequip,2,0.887
93,nequip,2,0.888
94,nequip,2,0.8875
95,nequip,2,0.8875
96,nequip,2,0.8885
97,nequip,2,0.8875
98,nequip,2,0.889
99,nequip,2,0.8875
100,nequip,2,0.887
101,nequip,2,0.8885
102,nequip,2,0.8885
103,nequip,2,0.89
104,nequip,2,0.891
105,nequip,2,0.8905
106,nequip,2,0.888
107,nequip,2,0.891
108,nequip,2,0.891
109,nequip,2,0.892
110,nequip,2,0.891
111,nequip,2,0.892
112,nequip,2,0.8895
113,nequip,2,0.893
114,nequip,2,0.892
115,nequip,2,0.89
116,nequip,2,0.89
117,nequip,2,0.8915
118,nequip,2,0.8935
119,nequip,2,0.896
120,nequip,2,0.8935
121,nequip,2,0.893
122,nequip,2,0.8925
123,nequip,2,0.895
124,nequip,2,0.894
125,nequip,2,0.8945
126,nequip,2,0.8935
127,nequip,2,0.8945
128,nequip,2,0.893
129,nequip,2,0.892
130,nequip,2,0.8915
131,nequip,2,0.895
132,nequip,2,0.8885
133,nequip,2,0.8905
134,nequip,2,0.8945
135,nequip,2,0.8955
136,nequip,2,0.894
137,nequip,2,0.8955
138,nequip,2,0.895
139,nequip,2,0.8935
140,nequip,2,0.8955
141,nequip,2,0.8955
142,nequip,2,0.8955
143,nequip,2,0.8945
144,nequip,2,0.8945
145,nequip,2,0.8945
146,nequip,2,0.893
147,nequip,2,0.8955
148,nequip,2,0.8955
149,nequip,2,0.8935
150,nequip,2,0.893
