material,core,parity,seed,delta,norm_T,norm_T_std,spacegroup
SnO2,allegro,o3,2,0.2,0.36188820004463196,0.0,102
SnO2,allegro,o3,2,0.25,0.4494249224662781,0.0,102
SnO2,allegro,o3,2,0.3,0.5350372791290283,0.0,102
SnO2,allegro,o3,2,0.35,0.6183698177337646,0.0,102
SnO2,allegro,o3,2,0.39999999999999997,0.6990842223167419,0.0,102
SnO2,allegro,o3,2,0.44999999999999996,0.7768598198890686,0.0,102
SnO2,allegro,o3,2,0.49999999999999994,0.8513975739479065,0.0,102
SnO2,allegro,o3,2,0.5499999999999999,0.922417163848877,0.0,102
SnO2,allegro,o3,2,0.6,0.9896638989448547,0.0,102
SnO2,allegro,o3,2,0.65,1.0529097318649292,0.0,102
SnO2,allegro,o3,2,0.7,1.111951231956482,0.0,102
SnO2,allegro,o3,2,0.75,1.1666150093078613,0.0,102
SnO2,allegro,o3,2,0.7999999999999999,1.2167590856552124,0.0,102
SnO2,allegro,o3,2,0.85,1.2622709274291992,0.0,102
SnO2,allegro,o3,2,0.9,1.3030805587768555,0.0,102
SnO2,allegro,o3,2,0.95,1.3391472101211548,0.0,102
SnO2,allegro,o3,2,1.0,1.3704779148101807,0.0,102
SnO2,allegro,o3,2,1.0499999999999998,1.3971123695373535,0.0,102
SnO2,allegro,o3,2,1.0999999999999999,1.4191426038742065,0.0,102
SnO2,allegro,o3,2,1.15,1.436702847480774,0.0,102
SnO2,allegro,o3,2,1.2,1.4499703645706177,0.0,102
SnO2,allegro,so3,0,0.0,0.06344814598560333,0.0,136
SnO2,allegro,so3,0,0.001,0.06345595419406891,0.0,102
SnO2,allegro,so3,0,0.0017492711874398425,0.06347192823886871,0.0,102
SnO2,allegro,so3,0,0.0030599496872071963,0.06352085620164871,0.0,102
SnO2,allegro,so3,0,0.005352681822847106,0.06366986781358719,0.0,102
SnO2,allegro,so3,0,0.009363292088239416,0.0641239583492279,0.0,102
SnO2,allegro,so3,0,0.016378937069540637,0.06549380719661713,0.0,102
SnO2,allegro,so3,0,0.028651202696637804,0.06951481848955154,0.0,102
SnO2,allegro,so3,0,0.05,0.08047997951507568,0.0,102
SnO2,allegro,so3,0,0.05011872336272722,0.08055218309164047,0.0,102
SnO2,allegro,so3,0,0.1,0.1172226220369339,0.0,102
SnO2,allegro,so3,0,0.15,0.15984699130058289,0.0,102
SnO2,allegro,so3,0,0.2,0.20365795493125916,0.0,102
SnO2,allegro,so3,0,0.25,0.2468661665916443,0.0,102
SnO2,allegro,so3,0,0.3,0.2885426878929138,0.0,102
SnO2,allegro,so3,0,0.35,0.3280829191207886,0.0,102
SnO2,allegro,so3,0,0.39999999999999997,0.36504310369491577,0.0,102
SnO2,allegro,so3,0,0.44999999999999996,0.39907848834991455,0.0,102
SnO2,allegro,so3,0,0.49999999999999994,0.42992499470710754,0.0,102
SnO2,allegro,so3,0,0.5499999999999999,0.4573863744735718,0.0,102
SnO2,allegro,so3,0,0.6,0.4813375174999237,0.0,102
SnO2,allegro,so3,0,0.65,0.5017189979553223,0.0,102
SnO2,allegro,so3,0,0.7,0.5185416340827942,0.0,102
SnO2,allegro,so3,0,0.75,0.5318857431411743,0.0,102
SnO2,allegro,so3,0,0.7999999999999999,0.5419028401374817,0.0,102
SnO2,allegro,so3,0,0.85,0.548818051815033,0.0,102
SnO2,allegro,so3,0,0.9,0.5529289841651917,0.0,102
SnO2,allegro,so3,0,0.95,0.554604709148407,0.0,102
SnO2,allegro,so3,0,1.0,0.554284393787384,0.0,102
SnO2,allegro,so3,0,1.0499999999999998,0.5524715781211853,0.0,102
SnO2,allegro,so3,0,1.0999999999999999,0.5497242212295532,0.0,102
SnO2,allegro,so3,0,1.15,0.5466430187225342,0.0,102
SnO2,allegro,so3,0,1.2,0.5438480377197266,0.0,102
SnO2,allegro,so3,1,0.0,0.10279062390327454,0.0,136
SnO2,allegro,so3,1,0.001,0.1027909368276596,0.0,102
SnO2,allegro,so3,1,0.0017492711874398425,0.1027929037809372,0.0,102
SnO2,allegro,so3,1,0.0030599496872071963,0.10279794037342072,0.0,102
SnO2,allegro,so3,1,0.005352681822847106,0.10281407833099365,0.0,102
SnO2,allegro,so3,1,0.009363292088239416,0.10286291688680649,0.0,102
SnO2,allegro,so3,1,0.016378937069540637,0.10301294922828674,0.0,102
SnO2,allegro,so3,1,0.028651202696637804,0.10346854478120804,0.0,102
SnO2,allegro,so3,1,0.05,0.10484035313129425,0.0,102
SnO2,allegro,so3,1,0.05011872336272722,0.10484983772039413,0.0,102
SnO2,allegro,so3,1,0.1,0.1107199639081955,0.0,102
SnO2,allegro,so3,1,0.15,0.1197514533996582,0.0,102
SnO2,allegro,so3,1,0.2,0.1311132162809372,0.0,102
SnO2,allegro,so3,1,0.25,0.14403869211673737,0.0,102
SnO2,allegro,so3,1,0.3,0.1578996479511261,0.0,102
SnO2,allegro,so3,1,0.35,0.17220444977283478,0.0,102
SnO2,allegro,so3,1,0.39999999999999997,0.1865738183259964,0.0,102
SnO2,allegro,so3,1,0.44999999999999996,0.2007121443748474,0.0,102
SnO2,allegro,so3,1,0.49999999999999994,0.21438387036323547,0.0,102
SnO2,allegro,so3,1,0.5499999999999999,0.22739849984645844,0.0,102
SnO2,allegro,so3,1,0.6,0.23959669470787048,0.0,102
SnO2,allegro,so3,1,0.65,0.2508486211299896,0.0,102
SnO2,allegro,so3,1,0.7,0.26104500889778137,0.0,102
SnO2,allegro,so3,1,0.75,0.2700928747653961,0.0,102
SnO2,allegro,so3,1,0.7999999999999999,0.27791911363601685,0.0,102
SnO2,allegro,so3,1,0.85,0.28446999192237854,0.0,102
SnO2,allegro,so3,1,0.9,0.28970417380332947,0.0,102
SnO2,allegro,so3,1,0.95,0.2936048209667206,0.0,102
SnO2,allegro,so3,1,1.0,0.29617056250572205,0.0,102
SnO2,allegro,so3,1,1.0499999999999998,0.29742687940597534,0.0,102
SnO2,allegro,so3,1,1.0999999999999999,0.2974209785461426,0.0,102
SnO2,allegro,so3,1,1.15,0.29622432589530945,0.0,102
SnO2,allegro,so3,1,1.2,0.29394277930259705,0.0,102
SnO2,allegro,so3,2,0.0,0.45894375443458557,0.0,136
SnO2,allegro,so3,2,0.001,0.4589438736438751,0.0,102
SnO2,allegro,so3,2,0.0017492711874398425,0.45894476771354675,0.0,102
SnO2,allegro,so3,2,0.0030599496872071963,0.45894891023635864,0.0,102
SnO2,allegro,so3,2,0.005352681822847106,0.45895808935165405,0.0,102
SnO2,allegro,so3,2,0.009363292088239416,0.45898890495300293,0.0,102
SnO2,allegro,so3,2,0.016378937069540637,0.45908287167549133,0.0,102
SnO2,allegro,so3,2,0.028651202696637804,0.45936959981918335,0.0,102
SnO2,allegro,so3,2,0.05,0.46024012565612793,0.0,102
SnO2,allegro,so3,2,0.05011872336272722,0.4602457284927368,0.0,102
SnO2,allegro,so3,2,0.1,0.46410152316093445,0.0,102
SnO2,allegro,so3,2,0.15,0.47044920921325684,0.0,102
SnO2,allegro,so3,2,0.2,0.47916051745414734,0.0,102
SnO2,allegro,so3,2,0.25,0.4900849461555481,0.0,102
SnO2,allegro,so3,2,0.3,0.5030593872070312,0.0,102
SnO2,allegro,so3,2,0.35,0.517920732498169,0.0,102
SnO2,allegro,so3,2,0.39999999999999997,0.5345257520675659,0.0,102
SnO2,allegro,so3,2,0.44999999999999996,0.5527557134628296,0.0,102
SnO2,allegro,so3,2,0.49999999999999994,0.5725322365760803,0.0,102
SnO2,allegro,so3,2,0.5499999999999999,0.5938180685043335,0.0,102
SnO2,allegro,so3,2,0.6,0.6166223287582397,0.0,102
SnO2,allegro,so3,2,0.65,0.6410002708435059,0.0,102
SnO2,allegro,so3,2,0.7,0.6670523881912231,0.0,102
SnO2,allegro,so3,2,0.75,0.6949226260185242,0.0,102
SnO2,allegro,so3,2,0.7999999999999999,0.7247896790504456,0.0,102
SnO2,allegro,so3,2,0.85,0.7568694353103638,0.0,102
SnO2,allegro,so3,2,0.9,0.7913989424705505,0.0,102
SnO2,allegro,so3,2,0.95,0.8286329507827759,0.0,102
SnO2,allegro,so3,2,1.0,0.8688371181488037,0.0,102
SnO2,allegro,so3,2,1.0499999999999998,0.912277340888977,0.0,102
SnO2,allegro,so3,2,1.0999999999999999,0.9592147469520569,0.0,102
SnO2,allegro,so3,2,1.15,1.0098918676376343,0.0,102
SnO2,allegro,so3,2,1.2,1.0645371675491333,0.0,102
SnO2,equiformer_v2,so3,0,0.0,0.11709667336071594,0.0007760679243385212,136
SnO2,equiformer_v2,so3,0,0.001,0.1169330167609363,0.0006927166117698007,102
SnO2,equiformer_v2,so3,0,0.0017492711874398425,0.11684519101292867,0.00065558599319069,102
SnO2,equiformer_v2,so3,0,0.0030599496872071963,0.11661072991426773,0.0005137600883849406,102
SnO2,equiformer_v2,so3,0,0.005352681822847106,0.11675923522509582,0.0007030031798721012,102
SnO2,equiformer_v2,so3,0,0.009363292088239416,0.1169475406616183,0.0005970277160431601,102
SnO2,equiformer_v2,so3,0,0.016378937069540637,0.11659434026708489,0.0008891741142478643,102
